,char,tone,rime,ipa,tone_class,pinyin,jyutping,hangul,rime_index,meter_class
6166,諂,上,琰,trhjem,X,chǎn,cim2,첨,16,0
6167,諄,平,諄,tsywin,L,zhūn,zeon1,순,6,1
6168,談,平,覃,dom,L,tán,taam4,담,16,1
6169,請,平,清,dzjeng,L,qǐng,cing2,청,12,1
6170,諍,去,諍,tsreang,H,zhēng,zaang3,쟁,12,0
6171,諏,平,虞,tsju,L,zōu,zau1,추,4,1
6172,諒,去,漾,ljang,H,liàng,loeng6,양,11,0
6173,諕,去,禡,xae,H,háo,haak3,하,10,0
6174,論,平,諄,lwin,L,lùn,leon6,논,6,1
6175,諗,上,寑,syim,X,shěn,sam2,심,15,0
6176,諛,平,虞,yu,L,yú,jyu4,유,4,1
6177,諜,入,怗,dep,E,dié,dip6,첩,16,0
6178,諝,平,魚,sjo,L,xǔ,seoi1,서,4,1
6179,諠,平,元,xjwon,L,xuān,hyun1,훤,6,1
6180,諡,去,至,zyij,H,shì,si3,시,3,0
6181,諢,去,慁,ngwon,H,hùn,wan6,원,6,0
6182,諤,入,鐸,ngak,E,è,ngok6,악,11,0
6183,諦,去,霽,tej,H,dì,dai3,체,5,0
6184,諧,平,皆,heaj,L,xié,haai4,해,5,1
6185,諫,去,諫,kaen,H,jiàn,gaan3,간,7,0
6186,諭,去,遇,yu,H,yù,jyu6,유,4,0
6187,諱,去,未,xjw+j,H,hùi,wai5,휘,3,0
6188,諲,平,眞,'jin,L,yīn,jan1,인,6,1
6189,諳,平,覃,'om,L,ān,am1,암,16,1
6190,諴,平,咸,heam,L,xián,haam4,함,16,1
6191,諶,平,侵,dzyim,L,chén,sam4,심,15,1
6192,諷,去,送,pjuwng,H,fěng,fung3,풍,1,0
6193,諸,平,魚,tsyo,L,zhū,zyu1,제,4,1
6194,諺,去,線,ngjen,H,yàn,jin6,언,7,0
6195,諼,平,元,xjwon,L,xuān,hyun1,훤,6,1
6196,諾,入,鐸,nak,E,nuò,nok6,낙,11,0
6197,謀,平,尤,mjuw,L,móu,mau4,모,14,1
6198,謁,入,月,'jot,E,yè,jit3,알,6,0
6199,謂,去,未,hjw+j,H,wèi,wai6,위,3,0
6200,謄,平,登,dong,L,téng,tang4,등,13,1
6201,謇,上,獮,kjen,X,jiǎn,gin2,건,7,0
6202,謌,平,歌,ka,L,gē,go1,가,9,1
6203,謎,去,霽,mej,H,mí,mai4,미,5,0
6204,謏,上,篠,sew,X,xiǎo,siu2,소,8,0
6205,謐,入,質,mjit,E,mì,mat6,밀,6,0
6206,謔,入,藥,xjak,E,nvè,joek6,학,11,0
6207,謖,入,屋,srjuwk,E,sù,suk1,속,1,0
6208,謗,去,宕,pang,H,bàng,pong3,방,11,0
6209,謙,平,添,khem,L,qiān,him1,겸,16,1
6210,謚,去,至,zyij,H,shì,si3,익,3,0
6211,講,上,講,kaewng,X,jiǎng,gong2,강,2,0
6212,謝,去,禡,zjae,H,xiè,ze6,사,10,0
6213,謠,平,宵,yew,L,yáo,jiu4,요,8,1
6214,謡,平,宵,yew,L,yáo,jiu4,요,8,1
6215,謦,上,迥,kheng,X,qìng,hing3,경,12,0
6216,謨,平,模,mu,L,mó,mou4,모,4,1
6217,謫,入,麥,treak,E,zhé,zaak6,적,12,0
6218,謬,去,幼,mjiw,H,mìu,mau6,유,14,0
6219,謳,平,侯,'uw,L,ōu,au1,구,14,1
6220,謹,上,隱,kj+n,X,jǐn,gan2,근,6,0
6221,謼,平,模,xu,L,hù,fu1,호,4,1
6222,謾,平,桓,man,L,mán,maan4,만,7,1
6223,譁,平,麻,xwae,L,huá,waa1,화,10,1
6224,證,去,勁,tsyeng,H,zhèng,zing3,증,12,0
6225,譊,平,肴,nraew,L,náo,naau4,요,8,1
6226,譌,平,戈,ngwa,L,é,ngo4,와,9,1
6227,譍,去,證,'ing,H,yìng,jing1,응,13,0
6228,譎,入,屑,kwet,E,jué,kyut3,휼,7,0
6229,譏,平,微,kj+j,L,jī,gei1,기,3,1
6230,譔,平,仙,tshjwen,L,zhuàn,zaan6,선,7,1
6231,譖,去,沁,tsrim,H,zèn,zam3,참,15,0
6232,識,去,志,tsyi,H,shi,sik1,식,3,0
6233,譙,平,宵,dzjew,L,qiáo,ciu4,초,8,1
6234,譚,平,覃,dom,L,tán,taam4,담,16,1
6235,譜,上,姥,pu,X,pǔ,pou2,보,4,0
6236,譟,去,号,saw,H,zào,cou3,조,8,0
6237,警,上,梗,kjaeng,X,jǐng,ging2,경,12,0
6238,譬,去,寘,phjie,H,pì,pei3,비,3,0
6239,譯,入,昔,yek,E,yì,jik6,역,12,0
6240,議,去,寘,ngje,H,yì,ji5,의,3,0
6241,譲,去,漾,nyang,H,ràng,joeng6,양,11,0
6242,譴,去,線,khjien,H,qiǎn,hin2,견,7,0
6243,護,去,暮,hu,H,hù,wu6,호,4,0
6244,譽,平,魚,yo,L,yù,jyu6,예,4,1
6245,讀,入,屋,duwk,E,dú,duk6,독,1,0
6246,變,去,線,pjen,H,biàn,bin3,변,7,0
6247,讋,入,葉,tsyep,E,zhé,sip3,섭,16,0
6248,讌,平,先,'en,L,yàn,jin3,연,7,1
6249,讎,平,尤,dzyuw,L,chóu,cau4,수,14,1
6250,讐,平,尤,dzyuw,L,chóu,cau4,수,14,1
6251,讒,平,咸,dzream,L,chán,caam4,참,16,1
6252,讓,去,漾,nyang,H,ràng,joeng6,양,11,0
6253,讖,去,沁,tsrhim,H,chèn,cam3,참,15,0
6254,讙,平,元,xjwon,L,huān,fun1,환,6,1
6255,讚,去,翰,tsan,H,zàn,zaan3,찬,7,0
6256,讜,上,蕩,tang,X,dǎng,dong2,당,11,0
6257,谷,入,屋,kuwk,E,gǔ,guk1,곡,1,0
6258,谺,平,麻,xae,L,xiā,haa1,하,10,1
6259,谼,平,東,huwng,L,hóng,hung4,홍,1,1
6260,谽,平,覃,xom,L,hān,ham4,함,16,1
6261,谿,平,齊,khej,L,xī,kai1,계,5,1
6262,豁,入,末,xwat,E,huō,kut3,활,7,0
6263,豅,平,東,luwng,L,lóng,lung4,농,1,1
6264,豆,去,候,duw,H,dòu,dau6,두,14,0
6265,豈,上,尾,khj+j,X,qǐ,hei2,기,3,0
6266,豉,去,寘,dzye,H,chǐ,si6,시,3,0
6267,豊,平,東,phjuwng,L,lǐ,lai5,풍,1,1
6268,豌,平,桓,'wan,L,wān,wun1,완,7,1
6269,豎,上,麌,dzyu,X,shù,syu6,수,4,0
6270,豏,上,豏,heam,X,xiàn,haam5,함,16,0
6271,豐,平,東,phjuwng,L,fēng,fung1,풍,1,1
6272,豓,去,豔,yem,H,yàn,jim6,염,16,0
6273,豔,去,豔,yem,H,yàn,jim6,염,16,0
6274,豕,上,紙,sye,X,shǐ,ci2,시,3,0
6275,豗,平,灰,xwoj,L,hūi,fui1,회,5,1
6276,豚,平,魂,dwon,L,tún,tyun4,돈,6,1
6277,豜,平,先,ken,L,jiān,gin1,견,7,1
6278,象,上,養,zjang,X,xiàng,zoeng6,상,11,0
6279,豢,去,諫,hwaen,H,huàn,waan6,환,7,0
6280,豨,平,微,xj+j,L,xī,hei1,희,3,1
6281,豪,平,豪,haw,L,háo,hou4,호,8,1
6282,豫,去,御,yo,H,yù,jyu6,예,4,0
6283,豬,平,魚,trjo,L,zhū,zyu1,저,4,1
6284,豭,平,麻,kae,L,jiā,gaa1,가,10,1
6285,豳,平,眞,pin,L,bīn,ban1,빈,6,1
6286,豶,平,文,bjun,L,fén,fan4,분,6,1
6287,豸,上,紙,drje,X,zhì,zi6,치,3,0
6288,豹,去,效,paew,H,bào,paau3,표,8,0
6289,豺,平,皆,dzreaj,L,chái,caai4,시,5,1
6290,貂,平,蕭,tew,L,diāo,diu1,초,8,1
6291,貅,平,尤,xjuw,L,xīu,jau1,휴,14,1
6292,貈,入,鐸,hak,E,hé,hok6,학,11,0
6293,貉,入,鐸,hak,E,hé,hok6,맥,11,0
6294,貊,入,陌,maek,E,mò,mak6,맥,12,0
6295,貌,去,效,maew,H,mào,maau6,모,8,0
6296,貍,平,之,li,L,lí,lei4,이,3,1
6297,貎,平,齊,ngej,L,ní,maau6,예,5,1
6298,貓,平,宵,mjew,L,māo,maau1,묘,8,1
6299,貔,平,脂,bjij,L,pí,pei4,비,3,1
6300,貙,平,虞,trhju,L,chū,ceoi1,추,4,1
6301,貛,平,桓,xwan,L,huān,fun1,환,7,1
6302,貝,去,泰,paj,H,bèi,bui3,패,5,0
6303,貞,平,清,trjeng,L,zhēn,zing1,정,12,1
6304,負,上,有,bjuw,X,fù,fu6,부,14,0
6305,財,平,咍,dzoj,L,cái,coi4,재,5,1
6306,貢,去,送,kuwng,H,gòng,gung3,공,1,0
6307,貧,平,眞,bin,L,pín,pan4,빈,6,1
6308,貨,去,過,xwa,H,huò,fo3,화,9,0
6309,販,去,願,pjon,H,fàn,faan3,판,6,0
6310,貪,平,覃,thom,L,tān,taam1,탐,16,1
6311,貫,平,桓,kwan,L,guàn,gun3,관,7,1
6312,責,入,麥,tsreak,E,zé,zaak3,책,12,0
6313,貯,上,語,trjo,X,zhǔ,cyu5,저,4,0
6314,貰,去,祭,syej,H,shì,sai3,세,5,0
6315,貲,平,支,tsje,L,zī,zi1,자,3,1
6316,貳,去,至,nyij,H,èr,ji6,이,3,0
6317,貴,去,未,kjw+j,H,gùi,gwai3,귀,3,0
6318,貶,上,琰,pjem,X,biǎn,bin2,폄,16,0
6319,買,上,蟹,mea,X,mǎi,maai5,매,5,0
6320,貸,去,代,thoj,H,dài,taai3,대,5,0
6321,貺,去,漾,xjwang,H,kuàng,fong3,황,11,0
6322,費,去,至,pij,H,fèi,fai3,비,3,0
6323,貼,入,怗,thep,E,tiē,tip3,첩,16,0
6324,貽,平,之,yi,L,yí,ji4,이,3,1
6325,貿,去,候,muw,H,mào,mau6,무,14,0
6326,賀,去,箇,ha,H,hè,ho6,하,9,0
6327,賁,平,微,bj+j,L,bì,bei3,분,3,1
6328,賂,去,暮,lu,H,lù,lou6,뇌,4,0
6329,賃,去,沁,nrim,H,lìn,jam6,임,15,0
6330,賄,上,賄,xwoj,X,hùi,kui2,회,5,0
6331,資,平,脂,tsij,L,zī,zi1,자,3,1
6332,賈,上,姥,ku,X,jiǎ,gaa2,가,4,0
6333,賊,入,德,dzok,E,zéi,caak3,적,13,0
6334,賑,上,軫,tsyin,X,zhèn,zan3,진,6,0
6335,賒,平,麻,syae,L,shē,se1,사,10,1
6336,賓,平,眞,pjin,L,bīn,ban1,빈,6,1
6337,賖,平,麻,syae,L,shē,se1,사,10,1
6338,賚,去,代,loj,H,lài,loi6,뇌,5,0
6339,賛,去,翰,tsan,H,zàn,zaan3,찬,7,0
6340,賜,去,寘,sje,H,cì,ci3,사,3,0
6341,賞,上,養,syang,X,shǎng,soeng2,상,11,0
6342,賡,平,庚,kaeng,L,gēng,gang1,갱,12,1
6343,賢,平,先,hen,L,xián,jin4,현,7,1
6344,賣,去,卦,mea,H,mài,maai6,매,5,0
6345,賤,去,線,dzjen,H,jiàn,zin6,천,7,0
6346,賦,去,遇,pju,H,fù,fu3,부,4,0
6347,賨,平,冬,dzowng,L,cóng,cung4,종,1,1
6348,質,去,至,trij,H,zhì,zat1,질,3,0
6349,賫,平,脂,tsij,L,jī,zai1,재,3,1
6350,賭,上,姥,tu,X,dǔ,dou2,도,4,0
6351,賴,去,泰,laj,H,lài,laai6,뇌,5,0
6352,賷,平,齊,tsej,L,jī,zai1,재,5,1
6353,賸,去,證,ying,H,shèng,sing6,잉,13,0
6354,賺,去,諫,'waen,H,zhuàn,zaan6,잠,7,0
6355,賻,去,遇,bju,H,fù,fu6,부,4,0
6356,購,去,候,kuw,H,gòu,gau3,구,14,0
6357,賽,去,代,soj,H,sài,coi3,새,5,0
6358,賾,入,麥,dzreak,E,zé,zaak3,색,12,0
6359,贄,去,至,tsyij,H,zhì,zi3,지,3,0
6360,贅,去,祭,tsywej,H,zhùi,zeoi6,췌,5,0
6361,贈,去,嶝,dzong,H,zèng,zang6,증,13,0
6362,贊,去,翰,tsan,H,zàn,zaan3,찬,7,0
6363,贋,去,諫,ngaen,H,yàn,ngaan6,안,7,0
6364,贍,去,豔,dzyem,H,shàn,sin6,섬,16,0
6365,贏,平,清,yeng,L,yíng,jing4,영,12,1
6366,贐,去,震,zin,H,jìn,zeon2,신,6,0
6367,贓,平,唐,tsang,L,zāng,zong1,장,11,1
6368,贔,去,至,bij,H,bì,bai3,비,3,0
6369,贖,入,燭,zyowk,E,shú,suk6,속,1,0
6370,贗,去,諫,ngaen,H,yàn,ngaan6,안,7,0
6371,贛,上,感,kom,X,gàn,gam3,공,16,0
6372,贜,平,唐,tsang,L,zāng,zong1,장,11,1
6373,赍,平,脂,tsij,L,jī,zai1,재,3,1
6374,赤,入,昔,tsyhek,E,chì,cek3,적,12,0
6375,赦,去,禡,syae,H,shè,se3,사,10,0
6376,赧,上,潸,nraen,X,nǎn,naan5,난,7,0
6377,赩,入,職,xik,E,xì,sik1,혁,13,0
6378,赫,入,陌,xaek,E,hè,haak1,혁,12,0
6379,赬,平,清,trhjeng,L,chēng,cing1,정,12,1
6380,赭,上,馬,tsyae,X,zhě,ze2,자,10,0
6381,走,上,厚,tsuw,X,zǒu,zau2,주,14,0
6382,赳,上,黝,kjiw,X,jǐu,gau2,규,14,0
6383,赴,去,遇,phju,H,fù,fu6,부,4,0
6384,起,上,止,khi,X,qǐ,hei2,기,3,0
6385,趁,平,眞,drin,L,chèn,can3,진,6,1
6386,趂,平,眞,drin,L,chèn,ji5,진,6,1
6387,趄,平,魚,tshjo,L,jū,zeoi1,저,4,1
6388,超,平,宵,trhjew,L,chāo,ciu1,초,8,1
6389,越,入,月,hjwot,E,yuè,jyut6,월,6,0
6390,趍,平,支,drje,L,chí,ceoi1,추,3,1
6391,趒,平,蕭,thew,L,tiáo,tiu4,조,8,1
6392,趕,平,元,gjon,L,gǎn,gon2,간,6,1
6393,趙,上,小,drjew,X,zhào,ziu6,조,8,0
6394,趠,去,效,trhaew,H,chuò,coek3,초,8,0
6395,趣,上,厚,tshuw,X,qù,ceoi3,취,14,0
6396,趨,平,虞,tshju,L,qū,ceoi1,추,4,1
6397,趫,平,宵,gjew,L,qiáo,kiu4,교,8,1
6398,趯,入,藥,yak,E,tì,tik1,적,11,0
6399,趲,上,旱,dzan,X,zǎn,zaan2,찬,7,0
6400,足,去,遇,tsju,H,zú,zuk1,족,4,0
6401,趵,入,覺,paewk,E,bào,paau3,박,2,0
6402,趺,平,虞,pju,L,fū,fu1,부,4,1
6403,趼,平,先,ngen,L,jiǎn,gaan2,견,7,1
6404,趾,上,止,tsyi,X,zhǐ,zi2,지,3,0
6405,趿,入,合,sop,E,sà,taat3,삽,16,0
6406,跁,上,馬,bae,X,pá,baa6,파,10,0
6407,跂,平,支,gjie,L,qí,kei4,기,3,1
6408,跋,入,末,bat,E,bá,bat6,발,7,0
6409,跌,入,屑,det,E,diē,dit3,질,7,0
6410,跎,平,歌,da,L,tuó,to4,타,9,1
6411,跏,平,麻,kae,L,jiā,gaa1,가,10,1
6412,跑,平,肴,baew,L,pǎo,paau2,포,8,1
6413,跒,上,馬,khae,X,qiǎ,kaa2,가,10,0
6414,跕,入,怗,thep,E,dié,tip3,접,16,0
6415,跖,入,昔,tsyek,E,zhí,zik3,척,12,0
6416,跗,平,虞,pju,L,fū,fu1,부,4,1
6417,跚,平,寒,san,L,shān,saan1,산,7,1
6418,跛,上,果,pa,X,bǒ,bai1,파,9,0
6419,距,上,語,gjo,X,jù,keoi5,거,4,0
6420,跟,平,痕,kon,L,gēn,gan1,근,6,1
6421,跡,入,昔,tsjek,E,jī,zik1,적,12,0
6422,跣,上,銑,sen,X,xiǎn,sin2,선,7,0
6423,跧,平,諄,tswin,L,quán,cyun4,전,6,1
6424,跨,平,麻,khwae,L,kuà,kwaa3,과,10,1
6425,跪,上,紙,khjwe,X,gùi,gwai6,궤,3,0
6426,跫,平,江,khaewng,L,qióng,kung4,공,2,1
6427,跬,上,紙,khjwie,X,kǔi,kwai2,규,3,0
6428,路,去,暮,lu,H,lù,lou6,노,4,0
6429,跰,平,先,ben,L,bèng,pin4,변,7,1
6430,跱,上,止,dri,X,zhì,zi6,치,3,0
6431,跳,平,蕭,thew,L,tiào,tiu3,도,8,1
6432,跼,入,燭,gjowk,E,jú,guk6,국,1,0
6433,跽,上,旨,gij,X,jì,gei6,기,3,0
6434,踆,平,諄,tshwin,L,qūn,cyun4,준,6,1
6435,踈,平,魚,srjo,L,shū,so1,소,4,1
6436,踉,平,陽,ljang,L,láng,loeng6,양,11,1
6437,踊,上,腫,yowng,X,yǒng,jung2,용,1,0
6438,踏,入,合,thop,E,tà,daap6,답,16,0
6439,踐,上,獮,dzjen,X,jiàn,cin5,천,7,0
6440,踔,去,效,trhaew,H,zhuó,coek3,탁,8,0
6441,踘,入,屋,kjuwk,E,jú,guk1,국,1,0
6442,踜,去,嶝,long,H,lèng,ling6,능,13,0
6443,踝,上,馬,hwae,X,huái,waa5,과,10,0
6444,踞,去,御,kjo,H,jù,geoi3,거,4,0
6445,踟,平,支,drje,L,chí,ci4,지,3,1
6446,踠,上,阮,'jwon,X,wǎn,jyun2,원,6,0
6447,踡,平,仙,gjwen,L,quán,kyun4,권,7,1
6448,踢,入,錫,thek,E,tī,tek3,척,12,0
6449,踣,去,候,phuw,H,bó,baak6,북,14,0
6450,踦,平,支,khje,L,jǐ,kei1,기,3,1
6451,踪,平,鍾,tsjowng,L,zōng,zung1,종,1,1
6452,踰,平,虞,yu,L,yú,jyu4,유,4,1
6453,踴,上,腫,yowng,X,yǒng,jung2,용,1,0
6454,踵,上,腫,tsyowng,X,zhǒng,zung2,종,1,0
6455,踶,上,紙,drje,X,dì,dai6,제,3,0
6456,踸,上,寑,trhim,X,chěn,cam2,침,15,0
6457,踼,平,唐,dang,L,táng,tong4,탕,11,1
6458,踽,上,麌,khju,X,jǔ,geoi2,우,4,0
6459,蹀,入,怗,dep,E,dié,dip6,접,16,0
6460,蹁,平,先,ben,L,pián,pin4,편,7,1
6461,蹂,平,尤,nyuw,L,róu,jau4,유,14,1
6462,蹄,平,齊,dej,L,tí,tai4,제,5,1
6463,蹇,上,阮,kjon,X,jiǎn,gin2,건,6,0
6464,蹈,去,号,daw,H,dǎo,dou6,도,8,0
6465,蹉,平,歌,tsha,L,cuō,co1,차,9,1
6466,蹊,平,齊,hej,L,xī,hai4,혜,5,1
6467,蹋,入,合,dop,E,tà,daap6,답,16,0
6468,蹌,平,陽,tshjang,L,qiāng,coeng1,창,11,1
6469,蹏,平,齊,dej,L,tí,tai4,제,5,1
6470,蹔,去,闞,dzam,H,zhàn,zaam6,잠,16,0
6471,蹕,入,質,pjit,E,bì,bat1,필,6,0
6472,蹙,入,屋,tsjuwk,E,cù,cuk1,축,1,0
6473,蹟,入,昔,tsjek,E,jī,zik1,적,12,0
6474,蹠,入,昔,tsyek,E,zhí,zik3,척,12,0
6475,蹡,平,陽,tshjang,L,qiāng,coeng1,장,11,1
6476,蹢,入,昔,drjek,E,dí,zaak6,척,12,0
6477,蹣,平,桓,ban,L,pán,pun4,만,7,1
6478,蹤,平,鍾,tsjowng,L,zōng,zung1,종,1,1
6479,蹩,入,屑,bet,E,bié,bit6,별,7,0
6480,蹬,去,嶝,dong,H,dèng,dang1,등,13,0
6481,蹭,去,嶝,tshong,H,cèng,sang3,층,13,0
6482,蹯,平,元,bjon,L,fán,faan4,번,6,1
6483,蹰,平,虞,drju,L,chú,cyu4,주,4,1
6484,蹱,平,鍾,tsyowng,L,zhōng,zung1,종,1,1
6485,蹲,平,魂,dzwon,L,dūn,cyun4,준,6,1
6486,蹴,入,屋,tshjuwk,E,cù,cuk1,축,1,0
6487,蹵,入,屋,tshjuwk,E,zú,cuk1,축,1,0
6488,蹶,去,祭,kjwej,H,jué,kyut3,궐,5,0
6489,蹺,平,宵,gjew,L,qiāo,kiu5,교,8,1
6490,蹻,平,宵,gjew,L,qiāo,giu2,교,8,1
6491,躁,去,号,tsaw,H,zào,cou3,조,8,0
6492,躂,入,曷,that,E,tà,taat3,달,7,0
6493,躃,入,昔,bjiek,E,bì,bik1,벽,12,0
6494,躄,入,昔,pjiek,E,bì,bik1,벽,12,0
6495,躅,入,燭,drjowk,E,zhú,zuk6,촉,1,0
6496,躇,平,魚,drjo,L,chú,cyu4,저,4,1
6497,躊,平,尤,drjuw,L,chóu,cau4,주,14,1
6498,躋,平,齊,tsej,L,jī,zai1,제,5,1
6499,躍,入,藥,yak,E,yuè,joek6,약,11,0
6500,躐,入,葉,ljep,E,liè,lip6,엽,16,0
6501,躑,入,昔,drjek,E,zhí,zaak6,척,12,0
6502,躓,去,至,trij,H,zhì,zi3,지,3,0
6503,躔,平,仙,drjen,L,chán,cin4,전,7,1
6504,躕,平,虞,drju,L,chú,cyu4,주,4,1
6505,躘,平,鍾,ljowng,L,lóng,lung4,용,1,1
6506,躚,平,先,sen,L,xiān,sin1,선,7,1
6507,躞,入,怗,sep,E,xiè,sip3,섭,16,0
6508,躠,入,曷,sat,E,xiě,sit3,설,7,0
6509,躡,入,葉,nrjep,E,niè,nip6,섭,16,0
6510,躧,上,紙,srje,X,xǐ,saai2,사,3,0
6511,躩,入,藥,kjwak,E,jué,fok3,곽,11,0
6512,身,平,眞,syin,L,shēn,san1,신,6,1
6513,躬,平,東,kjuwng,L,gōng,gung1,궁,1,1
6514,躭,平,覃,dom,L,dān,daam1,탐,16,1
6515,躶,上,果,lwa,X,luǒ,lo2,나,9,0
6516,軀,平,虞,khju,L,qū,keoi1,구,4,1
6517,車,平,魚,kjo,L,chē,ce1,차,4,1
6518,軋,入,鎋,'eat,E,yà,aat3,알,7,0
6519,軌,上,旨,kwij,X,gǔi,gwai2,궤,3,0
6520,軍,平,文,kjun,L,jūn,gwan1,군,6,1
6521,軏,入,月,ngjwot,E,yuè,jyut6,월,6,0
6522,軑,去,霽,dej,H,dì,dai6,대,5,0
6523,軒,平,元,xjon,L,xuān,hin1,헌,6,1
6524,軔,去,震,nyin,H,rèn,jan6,인,6,0
6525,軟,上,獮,nywen,X,ruǎn,jyun5,연,7,0
6526,軥,平,虞,gju,L,qú,keoi4,구,4,1
6527,軨,平,青,leng,L,líng,ling4,영,12,1
6528,軫,上,軫,tsyin,X,zhěn,zan2,진,6,0
6529,軸,入,屋,drjuwk,E,zhóu,zuk6,축,1,0
6530,軺,平,宵,yew,L,yáo,jiu4,초,8,1
6531,軻,平,歌,kha,L,kē,o1,가,9,1
6532,軼,入,質,yit,E,yì,jat6,일,6,0
6533,軾,入,職,syik,E,shì,sik1,식,13,0
6534,軿,平,先,ben,L,píng,ping4,병,7,1
6535,輀,平,之,nyi,L,ér,ji4,이,3,1
6536,較,去,效,kaew,H,jiào,gaau3,교,8,0
6537,輅,去,暮,lu,H,lù,lou6,노,4,0
6538,輈,平,尤,trjuw,L,zhōu,zau1,주,14,1
6539,載,上,海,tsoj,X,zài,zoi3,재,5,0
6540,輊,去,至,trij,H,zhì,zi3,지,3,0
6541,輒,入,葉,trjep,E,zhé,zip3,첩,16,0
6542,輓,上,阮,mjon,X,wǎn,waan5,만,6,0
6543,輔,上,麌,bju,X,fǔ,fu6,보,4,0
6544,輕,平,清,khjieng,L,qīng,hing1,경,12,1
6545,輙,入,葉,trjep,E,zhé,zip3,첩,16,0
6546,輜,平,之,tsrhi,L,zī,zi1,치,3,1
6547,輝,平,微,xjw+j,L,hūi,fai1,휘,3,1
6548,輞,上,養,mjang,X,wǎng,mong5,망,11,0
6549,輟,去,祭,trjwej,H,chuò,zyut3,철,5,0
6550,輠,上,賄,hwoj,X,guǒ,gwo2,과,5,0
6551,輣,平,庚,baeng,L,péng,paang4,팽,12,1
6552,輥,上,混,kwon,X,gǔn,gwan2,곤,6,0
6553,輦,上,獮,ljen,X,niǎn,lin5,연,7,0
6554,輧,平,先,ben,L,pián,ping4,병,7,1
6555,輩,去,隊,pwoj,H,bèi,bui3,배,5,0
6556,輪,平,諄,lwin,L,lún,leon4,윤,6,1
6557,輬,平,陽,ljang,L,liáng,loeng4,양,11,1
6558,輭,上,獮,nywen,X,ruǎn,jyun5,연,7,0
6559,輯,入,緝,dzip,E,jí,cap1,집,15,0
6560,輳,去,候,tshuw,H,còu,cau3,주,14,0
6561,輴,平,諄,trhwin,L,chūn,ceon1,순,6,1
6562,輶,平,尤,yuw,L,yóu,jau4,유,14,1
6563,輸,平,虞,syu,L,shū,syu1,수,4,1
6564,輻,去,宥,pjuw,H,fú,fuk1,복,14,0
6565,輼,平,魂,'won,L,wēn,wan1,온,6,1
6566,輾,上,獮,trjen,X,zhǎn,zin2,전,7,0
6567,輿,平,魚,yo,L,yú,jyu4,여,4,1
6568,轀,平,魂,'won,L,wēn,wan1,온,6,1
6569,轂,入,屋,kuwk,E,gǔ,guk1,곡,1,0
6570,轄,去,泰,khaj,H,xiá,hat6,할,5,0
6571,轅,平,元,hjwon,L,yuán,jyun4,원,6,1
6572,轆,入,屋,luwk,E,lù,luk1,녹,1,0
6573,轇,平,肴,kaew,L,jīu,gaau1,교,8,1
6574,轉,上,獮,trjwen,X,zhuǎn,zyun2,전,7,0
6575,轍,入,薛,drjet,E,chè,cit3,철,7,0
6576,轎,平,宵,gjew,L,jiào,giu2,교,8,1
6577,轑,上,晧,law,X,lǎo,lou5,요,8,0
6578,轓,平,元,phjon,L,fān,faan1,번,6,1
6579,轔,平,眞,lin,L,lín,leon4,인,6,1
6580,轕,入,曷,kat,E,gé,got3,갈,7,0
6581,轗,上,感,khom,X,kǎn,ham2,감,16,0
6582,轘,平,刪,hwaen,L,huàn,waan4,환,7,1
6583,轝,平,魚,yo,L,yú,jyu4,여,4,1
6584,轞,上,檻,haem,X,xiàn,laam6,함,16,0
6585,轟,平,耕,xweang,L,hōng,gwang1,굉,12,1
6586,轡,去,至,pij,H,pèi,bei3,비,3,0
6587,轢,入,曷,lat,E,lì,lik1,역,7,0
6588,轤,平,模,lu,L,lú,lou4,노,4,1
6589,辛,平,眞,sin,L,xīn,san1,신,6,1
6590,辜,平,模,ku,L,gū,gu1,고,4,1
6591,辟,去,寘,bjie,H,pì,pik1,피,3,0
6592,辠,上,賄,dzwoj,X,zùi,zeoi6,죄,5,0
6593,辣,入,曷,lat,E,là,laat6,날,7,0
6594,辦,去,襇,bean,H,bàn,baan6,판,7,0
6595,辨,上,獮,bjen,X,biàn,bin6,변,7,0
6596,辭,平,之,zi,L,cí,ci4,사,3,1
6597,辮,上,銑,ben,X,biàn,bin1,변,7,0
6598,辯,上,獮,bjen,X,biàn,bin6,변,7,0
6599,辰,平,眞,dzyin,L,chén,san4,진,6,1
6600,辱,入,燭,nyowk,E,rǔ,juk6,욕,1,0
6601,農,平,冬,nowng,L,nóng,nung4,농,1,1
6602,迂,平,虞,hju,L,yū,jyu1,우,4,1
6603,迄,入,迄,xj+t,E,qì,ngat6,흘,6,0
6604,迅,去,震,sin,H,xùn,seon3,신,6,0
6605,迆,平,支,ye,L,yǐ,ji5,이,3,1
6606,迍,平,諄,trwin,L,zhūn,zeon1,둔,6,1
6607,迎,平,庚,ngjaeng,L,yíng,jing4,영,12,1
6608,近,上,隱,gj+n,X,jìn,gan6,근,6,0
6609,迒,平,唐,kang,L,háng,hong4,항,11,1
6610,迓,去,禡,ngae,H,yà,ngaa6,아,10,0
6611,返,上,阮,pjon,X,fǎn,faan2,반,6,0
6612,迕,去,暮,ngu,H,wù,ng5,오,4,0
6613,迢,平,蕭,dew,L,tiáo,tiu4,초,8,1
6614,迥,上,迥,hweng,X,jiǒng,gwing2,형,12,0
6615,迦,平,戈,kja,L,jiā,haai6,가,9,1
6616,迨,上,海,doj,X,dài,doi6,태,5,0
