,char
8202,鴛
8203,鴝
8204,鴞
8205,鴟
8206,鴣
8207,鴦
8208,鴨
8209,鴯
8210,鴰
8211,鴻
8212,鴿
8213,鵁
8214,鵂
8215,鵃
8216,鵄
8217,鵊
8218,鵑
8219,鵒
8220,鵓
8221,鵙
8222,鵜
8223,鵝
8224,鵞
8225,鵠
8226,鵡
8227,鵩
8228,鵪
8229,鵬
8230,鵯
8231,鵰
8232,鵲
8233,鵳
8234,鵶
8235,鵷
8236,鵽
8237,鵾
8238,鶂
8239,鶃
8240,鶄
8241,鶉
8242,鶊
8243,鶋
8244,鶌
8245,鶑
8246,鶒
8247,鶖
8248,鶗
8249,鶘
8250,鶚
8251,鶡
8252,鶢
8253,鶤
8254,鶩
8255,鶬
8256,鶯
8257,鶱
8258,鶴
8259,鶵
8260,鶹
8261,鶺
8262,鶻
8263,鶼
8264,鶿
8265,鷀
8266,鷁
8267,鷂
8268,鷃
8269,鷄
8270,鷅
8271,鷓
8272,鷖
8273,鷗
8274,鷙
8275,鷟
8276,鷠
8277,鷤
8278,鷥
8279,鷦
8280,鷩
8281,鷫
8282,鷯
8283,鷰
8284,鷲
8285,鷳
8286,鷴
8287,鷸
8288,鷹
8289,鷺
8290,鷼
8291,鷾
8292,鸀
8293,鸂
8294,鸇
8295,鸊
8296,鸎
8297,鸑
8298,鸒
8299,鸕
8300,鸖
8301,鸘
8302,鸚
8303,鸛
8304,鸜
8305,鸝
8306,鸞
8307,鹴
8308,鹵
8309,鹹
8310,鹺
8311,鹽
8312,鹿
8313,麀
8314,麂
8315,麄
8316,麇
8317,麈
8318,麋
8319,麏
8320,麑
8321,麒
8322,麓
8323,麕
8324,麗
8325,麚
8326,麛
8327,麝
8328,麞
8329,麟
8330,麤
8331,麥
8332,麦
8333,麨
8334,麩
8335,麪
8336,麯
8337,麰
8338,麴
8339,麵
8340,麹
8341,麻
8342,麼
8343,麽
8344,麾
8345,黁
8346,黃
8347,黄
8348,黅
8349,黌
8350,黍
8351,黎
8352,黏
8353,黐
8354,黑
8355,黒
8356,黔
8357,默
8358,黙
8359,黛
8360,黜
8361,黝
8362,點
8363,黟
8364,黠
8365,黥
8366,黧
8367,黨
8368,黮
8369,黯
8370,黲
8371,黳
8372,黷
8373,黻
8374,黼
8375,黽
8376,黿
8377,鼀
8378,鼂
8379,鼃
8380,鼇
8381,鼈
8382,鼉
8383,鼎
8384,鼐
8385,鼓
8386,鼔
8387,鼕
8388,鼗
8389,鼙
8390,鼛
8391,鼠
8392,鼪
8393,鼬
8394,鼯
8395,鼴
8396,鼻
8397,鼾
8398,齁
8399,齅
8400,齊
8401,齋
8402,齎
8403,齏
8404,齒
8405,齓
8406,齔
8407,齕
8408,齖
8409,齗
8410,齚
8411,齟
8412,齠
8413,齡
8414,齦
8415,齧
8416,齩
8417,齪
8418,齬
8419,齰
8420,齲
8421,齷
8422,齼
8423,龍
8424,龎
8425,龐
8426,龔
8427,龕
8428,龜
8429,龠
8430,龢
8431,
8432,
8433,
8434,﨑
8435,𠎝
8436,𠜱
8437,𠜴
8438,𠤷
8439,𠵣
8440,𠸻
8441,𠺕
8442,𠻳
8443,𠿕
8444,𡋯
8445,𡎺
8446,𡏖
8447,𡡉
8448,𡵻
8449,𡷾
8450,𡼭
8451,𡽱
8452,𢄼
8453,𢇲
8454,𢈪
8455,𢍰
8456,𢔄
8457,𢬵
8458,𢶖
8459,𢼮
8460,𣀃
8461,𣂏
8462,𣔻
8463,𣗖
8464,𣜂
8465,𣡬
8466,𣡶
8467,𣯶
8468,𣰦
8469,𣸩
8470,𤃩
8471,𤓉
8472,𤕠
8473,𤞇
8474,𤠔
8475,𤫤
8476,𤬊
8477,𤱶
8478,𤲬
8479,𤺩
8480,𥉂
8481,𥉌
8482,𥉍
8483,𥊚
8484,𥏌
8485,𥓂
8486,𥗤
8487,𥜐
8488,𥝧
8489,𥪁
8490,𥬒
8491,𥰭
8492,𥱧
8493,𥲤
8494,𥷨
8495,𦋺
8496,𦍩
8497,𦜩
8498,𦝰
8499,𦡂
8500,𦡱
8501,𦨖
8502,𦨰
8503,𦨴
8504,𦩆
8505,𦩘
8506,𦩠
8507,𦪪
8508,𦫊
8509,𦶜
8510,𧃲
8511,𧉠
8512,𧍧
8513,𧔞
8514,𧟌
8515,𧤺
8516,𧥄
8517,𧥆
8518,𧦧
8519,𧩫
8520,𧳽
8521,𨁝
8522,𨃟
8523,𨇤
8524,𨇨
8525,𨈀
8526,𨍏
8527,𨍽
8528,𨔤
8529,𨠵
8530,𨢎
8531,𨵚
8532,𩃎
8533,𩃱
8534,𩅨
8535,𩆑
8536,𩆓
8537,𩉙
8538,𩉾
8539,𩊓
8540,𩍐
8541,𩕳
8542,𩖼
8543,𩘶
8544,𩛿
8545,𩜾
8546,𩥇
8547,𩩉
8548,𩭤
8549,𩮀
8550,𩰀
8551,𩷱
8552,𩼎
8553,𩾐
8554,𪁟
8555,𪅎
8556,𪈺
8557,𪕋
8558,𪟷
8559,𪢬
8560,𪾾
8561,𫂙
8562,𫅑
8563,𫇢
8564,𬋖
8565,𮪃
8566,𮫃
8567,𮭗
