,char
6227,螬
6228,螭
6229,螮
6230,螯
6231,螳
6232,螺
6233,螻
6234,螽
6235,螾
6236,螿
6237,蟀
6238,蟁
6239,蟄
6240,蟆
6241,蟇
6242,蟈
6243,蟉
6244,蟊
6245,蟋
6246,蟑
6247,蟒
6248,蟛
6249,蟟
6250,蟠
6251,蟢
6252,蟣
6253,蟪
6254,蟫
6255,蟬
6256,蟭
6257,蟲
6258,蟶
6259,蟹
6260,蟺
6261,蟻
6262,蟾
6263,蠁
6264,蠃
6265,蠅
6266,蠆
6267,蠋
6268,蠏
6269,蠐
6270,蠒
6271,蠓
6272,蠔
6273,蠕
6274,蠖
6275,蠙
6276,蠛
6277,蠟
6278,蠠
6279,蠡
6280,蠢
6281,蠣
6282,蠧
6283,蠨
6284,蠭
6285,蠮
6286,蠱
6287,蠲
6288,蠶
6289,蠹
6290,蠺
6291,蠻
6292,血
6293,衃
6294,衄
6295,衆
6296,衋
6297,行
6298,衍
6299,衎
6300,衒
6301,術
6302,衕
6303,街
6304,衘
6305,衙
6306,衛
6307,衝
6308,衞
6309,衡
6310,衢
6311,衣
6312,表
6313,衩
6314,衫
6315,衮
6316,衰
6317,衲
6318,衷
6319,衹
6320,衺
6321,衽
6322,衾
6323,衿
6324,袁
6325,袂
6326,袈
6327,袋
6328,袍
6329,袐
6330,袒
6331,袖
6332,袗
6333,袙
6334,袚
6335,袛
6336,袜
6337,袞
6338,袠
6339,袢
6340,袤
6341,袨
6342,袪
6343,被
6344,袱
6345,袴
6346,袵
6347,袷
6348,袿
6349,裀
6350,裁
6351,裂
6352,装
6353,裊
6354,裋
6355,裌
6356,裏
6357,裒
6358,裓
6359,裔
6360,裕
6361,裘
6362,裙
6363,裛
6364,補
6365,裝
6366,裟
6367,裠
6368,裡
6369,裨
6370,裩
6371,裯
6372,裰
6373,裳
6374,裴
6375,裸
6376,裹
6377,裼
6378,製
6379,裾
6380,複
6381,褉
6382,褊
6383,褋
6384,褌
6385,褐
6386,褒
6387,褓
6388,褕
6389,褘
6390,褚
6391,褥
6392,褦
6393,褧
6394,褪
6395,褫
6396,褭
6397,褰
6398,褲
6399,褵
6400,褶
6401,褷
6402,褻
6403,襁
6404,襂
6405,襃
6406,襄
6407,襆
6408,襋
6409,襌
6410,襏
6411,襖
6412,襜
6413,襞
6414,襟
6415,襠
6416,襤
6417,襦
6418,襪
6419,襫
6420,襭
6421,襯
6422,襲
6423,襴
6424,襶
6425,襹
6426,襻
6427,西
6428,要
6429,覃
6430,覆
6431,覇
6432,覈
6433,覉
6434,覊
6435,見
6436,規
6437,覓
6438,覔
6439,視
6440,覘
6441,覡
6442,覤
6443,覦
6444,覧
6445,覩
6446,親
6447,覬
6448,覯
6449,覰
6450,覲
6451,覷
6452,覺
6453,覻
6454,覽
6455,覿
6456,觀
6457,角
6458,觔
6459,觕
6460,觖
6461,觚
6462,觜
6463,觝
6464,解
6465,觥
6466,觧
6467,觫
6468,觱
6469,觳
6470,觴
6471,觵
6472,觸
6473,言
6474,訂
6475,訃
6476,計
6477,訊
6478,訌
6479,討
6480,訏
6481,訐
6482,訓
6483,訕
6484,訖
6485,託
6486,記
6487,訛
6488,訝
6489,訟
6490,訢
6491,訣
6492,訥
6493,訪
6494,設
6495,許
6496,訴
6497,訶
6498,診
6499,註
